catalogNumber;recordNumber;organismName;scientificname;genus;subFamily;family;order;class;phylum;kingdom;locality;sector;stateProvince;country;tribu;subtribu;habitat;decimalLatitude;decimalLongitude;eventDate;species_homepage;dctermns:references;fotografia;vista;sex;comentario;recordedBy;emailautor
05-SRNP-30994-DHJ323618;05-SRNP-30994;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/884-i-quadrus-cerialis-i-hesperiidae;Ridens Burns01;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Orosilito;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98332;-85,43623;3/7/2005;;;05-SRNP-30994-DHJ323618.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
05-SRNP-30994-DHJ323619;05-SRNP-30994;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/884-i-quadrus-cerialis-i-hesperiidae;Ridens Burns01;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Orosilito;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98332;-85,43623;3/7/2005;;;05-SRNP-30994-DHJ323619.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-23213-DHJ36630;02-SRNP-23213;;Ridens cachinnans;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Derrumbe;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92918;-85,46426;07/16/2002;;;02-SRNP-23213-DHJ36630.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-23213-DHJ36631;02-SRNP-23213;;Ridens cachinnans;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Derrumbe;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92918;-85,46426;07/16/2002;;;02-SRNP-23213-DHJ36631.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
08-SRNP-35997-DHJ504642;08-SRNP-35997;;Ridens cachinnans;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Cima;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,93328;-85,45729;7/7/2008;;;08-SRNP-35997-DHJ504642.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
08-SRNP-35997-DHJ504643;08-SRNP-35997;;Ridens cachinnans;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Cima;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,93328;-85,45729;7/7/2008;;;08-SRNP-35997-DHJ504643.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-3595-DHJ36824;03-SRNP-3595;;Ridens mephitisDHJ02;Ridens;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Derrumbe;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92918;-85,46426;03/22/2003;;;03-SRNP-3595-DHJ36824.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-3595-DHJ36825;03-SRNP-3595;;Ridens mephitisDHJ02;Ridens;Eudaminae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Derrumbe;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92918;-85,46426;03/22/2003;;;03-SRNP-3595-DHJ36825.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-4203-DHJ92174;03-SRNP-4203;;Ridens mephitisDHJ02;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Nayo;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92446;-85,46953;05/19/2003;;;03-SRNP-4203-DHJ92174.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-4203-DHJ92175;03-SRNP-4203;;Ridens mephitisDHJ02;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Nayo;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92446;-85,46953;05/19/2003;;;03-SRNP-4203-DHJ92175.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
99-SRNP-11679-DHJ92172;99-SRNP-11679;;Ridens mephitisDHJ03;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Santa Maria;Sector Santa Maria;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,75772;-85,30598;09/26/1999;;;99-SRNP-11679-DHJ92172.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
99-SRNP-11679-DHJ92173;99-SRNP-11679;;Ridens mephitisDHJ03;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion Santa Maria;Sector Santa Maria;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,75772;-85,30598;09/26/1999;;;99-SRNP-11679-DHJ92173.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
99-SRNP-11670-DHJ95006;99-SRNP-11670;;Ridens mephitisDHJ03;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Porton Rivas;Sector Mundo Nuevo;Guanacaste;Costa Rica;;;Bosque Seco;10,75864;-85,37269;09/26/1999;;;99-SRNP-11670-DHJ95006.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
99-SRNP-11670-DHJ95007;99-SRNP-11670;;Ridens mephitisDHJ03;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Porton Rivas;Sector Mundo Nuevo;Guanacaste;Costa Rica;;;Bosque Seco;10,75864;-85,37269;09/26/1999;;;99-SRNP-11670-DHJ95007.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
08-SRNP-57638-DHJ393098;08-SRNP-57638;;Ridens mephitisDHJ04;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Porton Rivas;Sector Mundo Nuevo;Guanacaste;Costa Rica;;;Bosque Seco;10,75864;-85,37269;9/11/2008;;;08-SRNP-57638-DHJ393098.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
08-SRNP-57638-DHJ393099;08-SRNP-57638;;Ridens mephitisDHJ04;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Porton Rivas;Sector Mundo Nuevo;Guanacaste;Costa Rica;;;Bosque Seco;10,75864;-85,37269;9/11/2008;;;08-SRNP-57638-DHJ393099.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
12-SRNP-56265-DHJ569236;12-SRNP-56265;;Ridens mephitisDHJ04;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Vado Huacas;Sector Mundo Nuevo;Guanacaste;Costa Rica;;;Bosque Seco;10,75533;-85,39117;10/14/2012;;;12-SRNP-56265-DHJ569236.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
12-SRNP-56265-DHJ569237;12-SRNP-56265;;Ridens mephitisDHJ04;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Vado Huacas;Sector Mundo Nuevo;Guanacaste;Costa Rica;;;Bosque Seco;10,75533;-85,39117;10/14/2012;;;12-SRNP-56265-DHJ569237.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
00-SRNP-9482-DHJ369224;00-SRNP-9482;;Ridens pancheDHJ01;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Derrumbe;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92918;-85,46426;5/8/2000;;;00-SRNP-9482-DHJ369224.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
00-SRNP-9482-DHJ369225;00-SRNP-9482;;Ridens pancheDHJ01;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Derrumbe;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92918;-85,46426;5/8/2000;;;00-SRNP-9482-DHJ369225.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
12-SRNP-30748-DHJ564726;12-SRNP-30748;;Ridens pancheDHJ01;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Memos;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98171;-85,42785;04/16/2012;;;12-SRNP-30748-DHJ564726.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
12-SRNP-30748-DHJ564727;12-SRNP-30748;;Ridens pancheDHJ01;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Memos;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98171;-85,42785;04/16/2012;;;12-SRNP-30748-DHJ564727.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-9387-DHJ36952;02-SRNP-9387;;Ridens pancheDHJ02;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Derrumbe;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92918;-85,46426;05/16/2002;;;02-SRNP-9387-DHJ36952.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-9387-DHJ36953;02-SRNP-9387;;Ridens pancheDHJ02;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Derrumbe;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,92918;-85,46426;05/16/2002;;;02-SRNP-9387-DHJ36953.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-6073-DHJ38206;03-SRNP-6073;;Ridens pancheDHJ02;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada San Francisco;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,87247;-85,37933;04/24/2003;;;03-SRNP-6073-DHJ38206.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-6073-DHJ38207;03-SRNP-6073;;Ridens pancheDHJ02;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada San Francisco;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,87247;-85,37933;04/24/2003;;;03-SRNP-6073-DHJ38207.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-35425-DHJ323584;04-SRNP-35425;;Ridens pancheDHJ02;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Ponderosa;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,9146;-85,46262;04/18/2004;;;04-SRNP-35425-DHJ323584.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-35425-DHJ323585;04-SRNP-35425;;Ridens pancheDHJ02;Ridens;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Ponderosa;Sector Cacao;Guanacaste;Costa Rica;;;Bosque Nuboso;10,9146;-85,46262;04/18/2004;;;04-SRNP-35425-DHJ323585.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-18867-DHJ37306;02-SRNP-18867;;Salatis canalis;Salatis;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;08/20/2002;;;02-SRNP-18867-DHJ37306.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-18867-DHJ37307;02-SRNP-18867;;Salatis canalis;Salatis;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;08/20/2002;;;02-SRNP-18867-DHJ37307.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-1802-DHJ90058;03-SRNP-1802;;Salatis canalis;Salatis;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Puente Mena;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,04562;-85,45742;03/17/2003;;;03-SRNP-1802-DHJ90058.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-1802-DHJ90059;03-SRNP-1802;;Salatis canalis;Salatis;Pyrginae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Puente Mena;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,04562;-85,45742;03/17/2003;;;03-SRNP-1802-DHJ90059.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
00-SRNP-20933-DHJ37760;00-SRNP-20933;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/884-i-quadrus-cerialis-i-hesperiidae;Saliana antoninus;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Camino Rio Francia;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90425;-85,28651;11/14/2000;;;00-SRNP-20933-DHJ37760.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
00-SRNP-20933-DHJ37761;00-SRNP-20933;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/884-i-quadrus-cerialis-i-hesperiidae;Saliana antoninus;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Camino Rio Francia;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90425;-85,28651;11/14/2000;;;00-SRNP-20933-DHJ37761.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
94-SRNP-8486-DHJ37758;94-SRNP-8486;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/884-i-quadrus-cerialis-i-hesperiidae;Saliana antoninus;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Laguna Agua Buena;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03239;-85,57545;10/7/1994;;;94-SRNP-8486-DHJ37758.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
94-SRNP-8486-DHJ37759;94-SRNP-8486;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/884-i-quadrus-cerialis-i-hesperiidae;Saliana antoninus;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Laguna Agua Buena;Sector El Hacha;Guanacaste;Costa Rica;;;Bosque Seco;11,03239;-85,57545;10/7/1994;;;94-SRNP-8486-DHJ37759.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
00-SRNP-21942-DHJ37764;00-SRNP-21942;;Saliana Burns03;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;11/4/2000;;;00-SRNP-21942-DHJ37764.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
00-SRNP-21942-DHJ37765;00-SRNP-21942;;Saliana Burns03;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Rio Blanco Abajo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,90037;-85,37254;11/4/2000;;;00-SRNP-21942-DHJ37765.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
99-SRNP-13768-DHJ37762;99-SRNP-13768;;Saliana Burns03;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Corredor;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,87868;-85,38963;11/25/1999;;;99-SRNP-13768-DHJ37762.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
99-SRNP-13768-DHJ37763;99-SRNP-13768;;Saliana Burns03;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Corredor;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,87868;-85,38963;11/25/1999;;;99-SRNP-13768-DHJ37763.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-4153-DHJ308886;02-SRNP-4153;;Saliana Burns08;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Raiz;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,02865;-85,48669;1/9/2002;;;02-SRNP-4153-DHJ308886.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-4153-DHJ308887;02-SRNP-4153;;Saliana Burns08;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Raiz;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,02865;-85,48669;1/9/2002;;;02-SRNP-4153-DHJ308887.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-28909-DHJ308884;03-SRNP-28909;;Saliana Burns08;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Lajosa;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,03306;-85,42876;09/15/2003;;;03-SRNP-28909-DHJ308884.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-28909-DHJ308885;03-SRNP-28909;;Saliana Burns08;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Quebrada Lajosa;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,03306;-85,42876;09/15/2003;;;03-SRNP-28909-DHJ308885.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-33340-DHJ307058;04-SRNP-33340;;Saliana Burns09;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Memos;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98171;-85,42785;06/15/2004;;;04-SRNP-33340-DHJ307058.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-33340-DHJ307059;04-SRNP-33340;;Saliana Burns09;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Memos;Sector Pitilla;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,98171;-85,42785;06/15/2004;;;04-SRNP-33340-DHJ307059.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-42648-DHJ307072;04-SRNP-42648;;Saliana Burns09;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Rincon;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,8962;-85,27769;11/8/2004;;;04-SRNP-42648-DHJ307072.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-42648-DHJ307073;04-SRNP-42648;;Saliana Burns09;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Sendero Rincon;Sector Rincon Rain Forest;Alajuela;Costa Rica;;;Bosque Lluvioso;10,8962;-85,27769;11/8/2004;;;04-SRNP-42648-DHJ307073.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-1655-DHJ92450;03-SRNP-1655;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/884-i-quadrus-cerialis-i-hesperiidae;Saliana esperi;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Canyon Rio Mena;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,99616;-85,45562;02/14/2003;;;03-SRNP-1655-DHJ92450.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-1655-DHJ92451;03-SRNP-1655;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/884-i-quadrus-cerialis-i-hesperiidae;Saliana esperi;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Canyon Rio Mena;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;10,99616;-85,45562;02/14/2003;;;03-SRNP-1655-DHJ92451.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-1717-DHJ92454;03-SRNP-1717;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/884-i-quadrus-cerialis-i-hesperiidae;Saliana esperi;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Puente Mena;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,04562;-85,45742;02/23/2003;;;03-SRNP-1717-DHJ92454.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-1717-DHJ92455;03-SRNP-1717;http://www.acguanacaste.ac.cr/paginas-de-especies/insectos/103-hesperiidae/884-i-quadrus-cerialis-i-hesperiidae;Saliana esperi;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Puente Mena;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,04562;-85,45742;02/23/2003;;;03-SRNP-1717-DHJ92455.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
00-SRNP-18760-DHJ37776;00-SRNP-18760;;Saliana fusta;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Cafetal;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,85827;-85,61089;10/2/2000;;;00-SRNP-18760-DHJ37776.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
00-SRNP-18760-DHJ37777;00-SRNP-18760;;Saliana fusta;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Cafetal;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,85827;-85,61089;10/2/2000;;;00-SRNP-18760-DHJ37777.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
93-SRNP-6761-DHJ37774;93-SRNP-6761;;Saliana fusta;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Las Mesas;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,84653;-85,60915;10/12/1993;;;93-SRNP-6761-DHJ37774.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
93-SRNP-6761-DHJ37775;93-SRNP-6761;;Saliana fusta;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Las Mesas;Sector Santa Rosa;Guanacaste;Costa Rica;;;Bosque Seco;10,84653;-85,60915;10/12/1993;;;93-SRNP-6761-DHJ37775.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-60843-DHJ302092;04-SRNP-60843;;Saliana longirostrisDHJ01;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion San Gerardo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,88009;-85,38887;11/12/2004;;;04-SRNP-60843-DHJ302092.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
04-SRNP-60843-DHJ302093;04-SRNP-60843;;Saliana longirostrisDHJ01;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Estacion San Gerardo;Sector San Cristobal;Alajuela;Costa Rica;;;Bosque Lluvioso;10,88009;-85,38887;11/12/2004;;;04-SRNP-60843-DHJ302093.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-28870-DHJ308900;02-SRNP-28870;;Saliana longirostrisDHJ01;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Camino Mangos;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,00766;-85,47926;08/19/2002;;;02-SRNP-28870-DHJ308900.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
02-SRNP-28870-DHJ308901;02-SRNP-28870;;Saliana longirostrisDHJ01;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Camino Mangos;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,00766;-85,47926;08/19/2002;;;02-SRNP-28870-DHJ308901.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-28302-DHJ308888;03-SRNP-28302;;Saliana longirostrisDHJ02;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Puente Mena;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,04562;-85,45742;9/1/2003;;;03-SRNP-28302-DHJ308888.jpg;dorsal;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
03-SRNP-28302-DHJ308889;03-SRNP-28302;;Saliana longirostrisDHJ02;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Puente Mena;Sector Del Oro;Guanacaste;Costa Rica;;;Bosque Lluvioso;11,04562;-85,45742;9/1/2003;;;03-SRNP-28302-DHJ308889.jpg;ventral;f;;Daniel H. Janzen;djanzen@sas.upenn.edu
08-SRNP-57758-DHJ395550;08-SRNP-57758;;Saliana longirostrisDHJ02;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Vado Chepon;Sector Mundo Nuevo;Guanacaste;Costa Rica;;;Bosque Seco;10,77816;-85,41629;9/23/2008;;;08-SRNP-57758-DHJ395550.jpg;dorsal;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
08-SRNP-57758-DHJ395551;08-SRNP-57758;;Saliana longirostrisDHJ02;Saliana;Hesperiinae;Hesperiidae;Lepidoptera;Insecta;Arthropoda;Animalia;Vado Chepon;Sector Mundo Nuevo;Guanacaste;Costa Rica;;;Bosque Seco;10,77816;-85,41629;9/23/2008;;;08-SRNP-57758-DHJ395551.jpg;ventral;m;;Daniel H. Janzen;djanzen@sas.upenn.edu
